text,label
@user Guten Morgen liebe Kerstin wünsch ich Dir auch :-),2
"RT @user: @user im not mad ""/ im sorry",0
Wann kommt nächstes Video?? (@user http,1
#Taunus -Gourmet: Die selbstgesammelten Kastanien frisch auf dem Grill rösten...! So kann #Herbst Spaß machen.,2
@user wahrscheinlich besser so. mein blöder hang zu gossip ...,0
Bei uns auf Arbeit gibts noch viel Spaß für wenig Geld.,1
"RT @user: Das Paradies verdient, wer seine Freunde zum Lachen bringt. Aus dem Koran",2
"Uh, @user holt sich Smail Morabit, ex @user. Schwieriger Charakter. Könnte schief gehen. Gewaltig sogar",0
"RT @user: BVB-Boss Watzke: ""Würde niemals Jürgen Klopp entlassen. Niemals. Nie""... http",1
"@user natürlich ,, auf Heute Abend""",2
@user ahhhhh gezellig haha eindelihk iemand die ik ken !!!,0
Einige SPD-Netzpolitiker erteilen Großer Koalition deutliche Absage: http,1
"@user Wenn der Fernseher weiß bleibt, könnte aber auch ne weiße Dingens ... lach, kreisch, gacker #tvwerbungaushauseblocki",2
Selbst Peter und Olli fällt nicht viel zu dem Film ein. #schlefaz,0
RT @user: Ich brauch neue Gedanken. Meine sind schmutzig.,1
RT @user: Hiiii @user könntest du das bitte machen ? Wäre total lieb von dir :) &lt;3 #HeidiKlumbittegrüßeOneDirectionvondeutschen…,2
"@user Arschlöchern in eine Schublade stecken sollen. Ich bin komplett anders, als meine Geschlechtsgenossen.",0
"»iPhone-Schlafüberwachung mit kostenloser Brandwunde«, via @user — http",1
RT @user: Ein 1:1 gegen Freiburg. Außer unserer Super-Pfeife Pep hätte das sonst nur noch van Gaal geschafft.,2
"Ich muss mir morgen erstmal einen haufen schminke ins Gesicht klatschen, damit ich ausnahmsweise mal gut ausseh. #lt",0
Schlicht und einfach Spaghetti mit Ketchup. No more no less. Just simple.,1
RT @user: Jetzt geht's los :) Unser CEO im @user Livestream mit @user http #Bloggerhuette #livestream,2
@user nigga!!!,0
Soziale Empfehlungen bald auch in #Google+ möglich. #Update http,1
Drinking a Warsteiner Premium Dunkel by Warsteiner Brauerei — http,2
"Toll, alle krank in meinem Umfeld. Ich wars net.",0
RT @user: Klaus Eck: Erfolgreiches Online Reputation Management: http via @user,1
Wow! Sieht echt klasse aus! http,2
@user Axt. Verdammte!,0
@user iste ideal müslim,1
Geiler Arsch http,2
"Wat ne Kacke. Wenn man zum Termin lädt, muss man ja auch wat erzählen... :D",0
"6. Luxtra Spezialität: Angriff Attacken: Eisenschweif, Biss, Donnerzahn, Funkensprung",1
@user gut Nacht Träum süß,2
"Meine Güte, so allein sind sonst nur Singlemänner Samstagabends 2:3 #gerpar",0
"Sofortkauf: 5 Mark Silber, Hessen, Ludwig III, fast sehr schön gebraucht kaufen bei Hood.de http",1
"""With or without you"" und Mann zerrt mich auf seine Bühne. Liegen nebeneinander, spüren unseren Herzschlag, lieben uns.",2
"„‚Fisch nach Bauernart, sehr scharf‘ – bist du sicher? Du weißt doch, was beim letzt…“ – „Ich brauche meinen Schmerz, Spock!“ – *Seufz.*",0
"Niederbayern: ""Blow up"" Gefahr gebannt http",1
"@user Man soll den Tag nicht vor dem Abend loben, aber man soll auch niemals die Hoffnung aufgeben ;-) :-D",2
scheiße :&lt; http,0
Flotter Testkick in #Graz: @user nach 66 Minuten 0:1 gegen NK #Domzale aus Slowenien #SkyBuliAT #SSNHD http,1
Vin Diesel: Durch Arbeitslosigkeit zum Muskelprotz: Actionheld Vin Diesel hat seine imposanten Muskeln fehlend... http,2
@user das klingt gar nicht gut :-(,0
"Die Bomben meiner Stadt machen BOOM, BOOM, BOOM!",1
@user Jau-das mache ich auch-meistens. Wenn ich nicht gerade einkaufen muss oder ähnliches ;) @user,2
@user ehrlich gesagt find ich sehen die headset träger noch alberner aus *g*,0
Was macht denn so @user heute Abend?,1
http #viagra sehr billig kaufen,2
@user Die gegenwärtig herrschende Gewalt ist m. E. sehr wohl ein Problem. Und vor allem wenig konstruktiv in der Sache. #lampedusahh,0
Syrien: Ban fordert Zugang für Giftgas-Inspektoren: UN-Generalsekretär Ban Ki-moon hat die syrische Führung au... http,1
"@user @user ich glaube, dass er eigentlich keinen blassen Schimmer hat, was er eigentlich will ;-)",2
"RT @user: @user #Totalschaden Einfach, leider.",0
21.08.2013: Kampf gegen Fracking erreicht England (neues-deutschland.de) http,1
"""Willkommen, bienvenue, welcome! Fremde, etranger, stranger. Gluklich zu sehen, je suis enchante, Happy to see you, bleibe, reste, stay.""",2
Cros Kindermusik braucht keiner.,0
"RT @user: #Black_Cat: Hey Du, was machst du so? komm in den kostenlosen Sex Chat http @user",1
Klasse Übung http,2
Boah ey.... Hoffentlich spielt der beim Derby auch so Scheiße.,0
Neuer Teilnehmerrekord beim Dresdner Elbeschwimmen – ältester Schwimmer war 86. Zur Seite: http,1
@user @user compliment. Not criticism.,2
"Autsch autsch autsch! Sag doch einfach, dass du homophob bist, weil du denkst, dass Homosexuelle keine guten Eltern sein können! #wahlarena",0
"fraMediale-Preis 2014 ´Digitales Lernen: Reality, Science &amp; Fiction´: Zum einen richtet sich dieser Wettbewerb... http",1
"#ff @user #ff @user #ff @user #ff @user #ff @user #ff @user Ich verbeuge mich vor dem großen Autor, Chapeaux!",2
Ultimative Langeweile..... Ich sterbe mooooooah D:,0
"... #Politik ... Herzspende, amtl. beurkundet, zu Gunsten der Partei. Damit nicht Wort, aber Takt in anderer Hülle weitersCHlägt lägt ägt gt",1
@user @user ok:),2
Irgendwie wirken meine Tweets mit diesem Ava sehr unseriös :((((((((,0
Lieber einen riesigen Mega Hakuhodo Post oder auf zwei aufgeteilt (Blende und sonstige Pinsel)?,1
Endlich :) Open Suse 13.1 RC ... Wow! Einfach nur WOW! http,2
"Hmm - Client Tweetdeck funzt es. Weird shit. Naja, dann halt Client.",0
Michelle Wetzel: Will Smith tauscht Lebenszeit gegen Zeitreise http,1
@user sieht aber gut aus,2
Twitch?Dornröschen lass dein BH herunter.,0
Robin Frijns Trennung von Erfolgs Manager http,1
"RT @user: Will ihn einfach nur bei mir haben, in seinen Armen liegen, seine Nähe, seine Wärme genießen, seine Liebe spüren.♡",2
Instagram aufzumachen war keine gute Idee.,0
@user EE sind aber viel arbeitsintensiver als Dreckschleuderbetrieb. Zählt Klimawandel und Zukunftsperspektiven nichts mehr??,1
"@user Wunderschön Dani siehst auch so sehr gut aus, küßchen",2
@user @user *leise wein*,0
unglaublich. http,1
😂😂😂 Selten geil !! “@jardinduvin: Was mir bei Frauen am wichtigsten ist: http,2
@user bringt durchs Telefon nichts...,0
"#Trends. Deutschrocker verneigen sich vor Fritz Rau: ""Der große Impresario!"".. Check out! http http",1
RT @user: Mein Wahl-o-mat-Ergebnis überrascht mich überhaupt nicht :) Auch testen? http http,2
@user *unter Decke begraben werd*,0
@user na bevor du vor der Tür geschlafen hättest? am ende hättet ihr nen netten Abend mit anschliesendem sex....usw,1
"@user so schlimm sind die nicht, ich sehe keine Probleme, da gibts bedeutend schlimmere öffentliche Accounts @user",2
"Bahn okay, dafür Stau kurz vor der Ausfahrt???",0
"Nimmst du irgendetwas wahr, dass kein anderer sieht? — nope :D http",1
RT @user: Photo: Gruß aus #thrudheim (Part 2) #nofilter http,2
Warum sind die Antworten untereinander ;_;? ich Blick hier bei den Tweets gerade nicht mehr durch,0
"Endlich, Microsoft schluckt die Handysparte von Nokia oder das trojanische Pferd Stephen Elop meldet Vollzug http",1
Samsung 3D-Fernseher gewinnen!: Gewinnen Sie den Samsung UE46D8090YS 3D LED Fernseher. Der 46 Zoll Fernseher m... http,2
"Och ne, jetzt singt Nicole auch noch? HILFE. #sg",0
"Leute, die ein paar GB geklaute Musik auf dem Rechner haben und sich über einen geklauten Tweet aufregen...",1
"*WIE NEU!* Tolle MBT Herren Sportschuhe, Mahuta blau Gr. 45 CHF 89,90 http",2
@user okay:) leider nicht in meiner Nähe aber vielleicht sieht man sich ;),0
Tainted Talents (Ateliertagebuch.) » Wir sind nicht allein http,1
"""Hart aber fair"" mit 5,27 Mio Zuschauern Tagessieger im Ersten http #politik #news",2
@user igitt! gels! bäh! (aber trotzdem danke),0
Aktualisiert: ERSTBEZUG: Wohnkomfort in Grünruhelage nahe dem Hauptbahnhof http,1
@user nope. 8 zoll im 4:3 format sind in meinen Augen perfekt.,2
"RT @user: Oh, der Bundestag beschließt 450-Euro-Jobs, liebes Volk. Vernünftig, schließlich HABEN DIESE SESSELPUPSER NICHT MEHR V…",0
Kingdom Hearts nur für PS3 ab dem 13.September erhältlich. http,1
@user und dann mich anrufen und 5 minuten ente ente ente ente ente sagen. ja das kannst nur du xD,2
ıch bin nicht glücklich,0
"@user Oh ja, könnte besser anfangen die Saison. Was hast du denn? Gute Besserung!",1
"@user was ich, nein, im leben nicht :P",2
"RT @user: Komisches Land Deutschland; GipsyBeer klingt ""voll cool"", Zigeuner-Bier aber nicht oder was?",0
Amazon OUTLET SCHUHE &amp; HANDTASCHEN jetzt stark reduziert http,1
"Ach, Glubschi. Versuch doch bitte nicht, böse zu gucken. Sonst muss ich lachen. #afcbvb",2
Wir nehmen dafür Elsass Lothringen zurück haben: Montag wird Hölle.,0
"@user Verzeihung, Eminenz!",1
Ab morgen Abend bekommst du sehr feines (nichts saures) auf die Ohren! &lt;3 http,2
"Aber jetzt kommt da sogar Heino schon hin. Heino, auf einem Metal-Festival. Da leck mir doch einer die Hoden. Geht den Bach runter. #LT",0
Bauarbeiten sind abgeschlossen • Inbetriebnahme des neuen Bahnsteiges • Schienenersatzverkehr wird eingestellt Ab... http,1
@user especially because it was in german. Danke Schönes Mädchen😊,2
Aaaahhhh... Deres nh deres:'(,0
Historischer Höchststand an der Börse: Dax springt über 9000 Punkte http,1
"ach ja, bissl was von allem heute... da fällt mir nur dieser Song for the day dazu ein:... http",2
Vorsicht! Betrunkene Pilger! http,0
Illegale Waffenwerkstatt ausgehoben: Mann machte Deko-Waffen scharf http #Panorama,1
Schule gerade meine 82jährige Mutter von Windows auf Mac um. Das geht. Umgekehrt wäre eine Zumutung. ;),2
"Paradox ist, wenn man den Guardian schützen muss.",0
Hey Hey Hey !! ... Vielen Dank allen die am Samstag trotz des hochsommerlichen Oktoberabends den Weg in den Salon... http,1
"@user ach sehr gut, au moins eins",2
"Let´s Play together Brickforce #10 Mist, Zu weit vom Mikro weg: http über @user",0
RT @user: USA: Waldbrände erreichen Yosemite-Nationalpark http #Yosemite,1
@user Sieht super aus. Ende. 😉,2
@user 😶,0
"@user @user hab ich auch gedacht auf den letzten Fotos echt süss.olly murs muss die Hose in Stuttgart geplatzt sein, peinlich",1
Der @user tut echt geile musik machen. Nix mit Boyband hier.,2
#Krankenhaus #chillen #Kopfschmerzen #aua #Kreislauf #schwindelig #nicht #laufen #können #geiles… http,0
"""Shades of Grey""-Verfilmung: Don Johnsons Tochter spielt Anastasia Steele: Überraschung: Keine etablierte Holl... http",1
"Entspanntes Kind :))) ""rechnen war sooo leicht""",2
@user FLEX! wäre so schon vor 10 Jahren nötig gewesen :(,0
"Lustlager die Zweite, bitte! - Höchst spannend, Höchst kulinarisch, Höchst barock http",1
@user natürlich🎾,2
@user im not:((((,0
"Dieseldiebstahl: Gera: In der Zeit von Donnerstag, gegen 18.15 Uhr, bis Freitag, gegen 6.50 Uhr, brachen unbek... http",1
"RT @user: @user Zitat von ihr: ""Ich lerne gerade gelassener zu sein und rege mich kaum noch auf."" HAHAHAHAHA",2
Tolles Gefühl nur verletzt zu werden :(((,0
A1: Mit meinen Schülern mehr bloggen unter http #EdchatDE,1
"@user Richtig, dafür trage ich auch schon Material zusammen :-)",2
@user WELL CLEARLY YOURE NOT COOL,0
Wie Sie sich bei extremen Wetterlagen schützen können - http #Wetter #Sturm #Verhaltensweisen #Vorsorge,1
"@user Danke schön 🐶😊 jetzt is aber Schluss mit lustig, weil ich ins Körbchen muss. Der Wecker klingelt um halb 6… schlaf schön 🐶😴😊",2
Inhaltsleeres Erbrechen.,0
"#deal #schnaeppchen Fidor Prepaid Kreditkarte (keine Schufa) kostenlos + 1,2% Zinsen + keine Gebühren! http",1
"@user Ach so. =D Wann hast du angefangen, Deutsch zu lernen? =D",2
omg zu schwer http,0
"@user Die Lauscher verstecken sich hinter dem Rand der Erdenscheibe, mögen ihnen Eselsohren wachsen.",1
"RT @user: ""Mein kleiner grüner lila Freund!"" #Pokemon",2
"@user ja.. scheiße, wa?",0
RT @user: Bitte weitersagen - @user sucht Verstärkung: u.a. Visual Designer und Senior/Head Product Manager http,1
Die 2. Klässer heissen die neuen 1. Klässler im Schuljahr und im Schulhaus Hofmatt 1 herzlich willkommen. http,2
Ich hasse meinen Laptop so sehr,0
Unverbindliches Kredit-Angebot für Schufa-freies Darlehen: Günstiger Anbieter für Ihren Online Kredit http,1
Hej! Schöne Idee von @user: Abwrackprämie für altes Design: http,2
"@user aua, echt hart",0
@user @user Vols,1
"@user ach Kwink. Äußerlichkeiten sind doch unwichtig, der Inhalt zählt doch! #schleim :D",2
Wo kommt diese beklemmende Traurigkeit schon wieder her?,0
Wohnungsübergabe – Ablehnung durch Vermieter: Wohnungsübergabe – Ablehnung durch Vermieter Lehnt ein Ver... http Recht,1
"@user Du machst alles richtig, keine Sorge &lt;3",2
@user FUCK I WAS ASLEEP PLEASE FOLLOW ME #michaelisthebestest #michaelisthebestest,0
Fitness: Ayurveda – Massage - Was steckt dahinter?: Ayurveda bedeutet: Indische Gesundheitslehre. Neben d... http #SWR,1
Hoffenheim führt hochverdient mit 2-0 gegen Hannover.,2
@user @user Romantischer Kitsch.,0
RT @user: Notiz an mich: Warnweste kaufen. Finde meine nicht mehr.,1
"Heute geht es endlich wieder los, der Kampf um Punkte. Zum Saisonauftakt sind wir heute zu Gast bei der Union... http",2
"@user Garden of Delight, sind recht unbekannt, leider :3",0
@user @user Vielleicht Kanzler einer Honorar-Universität. Aber ganz sicher nicht 2013 Kanzler einer Bundesrepublik Deutschland.,1
Oke gut! :) CHANTAL! :D — Gehtt doch war dochh garnichtmal soo schwerr oderr?:DD http,2
Wenn schon alles gratis wird warum nicht auch Aperture 😕,0
@user Dann er oder sie sprischt Spanisch bitte. Buen viaje!,1
@user @user sieht voll schön aus *o*,2
@user @user Das doch super! Und was macht ihr gegen Terror?,0
Miss my nicht,1
Guten morgen! 💕 - gleich kurz zur schule. :s,2
@user Völlig bescheuert. :3 Einfach nicht mit solchem Unsinn beschäftigen. w,0
Realsatire... “@zeitonline: #NSA -Chef Keith Alexander verteidigt Spähprogramme und fordert Ende der Enthüllungen http,1
"@user @user Na gut, dann komm halt mit :3",2
#sonntag #tired #me #boring #keine #lust #zu #lächeln #zeitungen #austrage# #keine #lust #viel #zu #früh http,0
#Wirtschaft: Österreichs Italien-Exporte brechen ein: http,1
RT @user: Vier weitere Wochen Pause für Gündogan. Jede Menge Zeit also um den neuen Vertrag zu unterschreiben ;-) @user #bvb,2
@user :( okay dann halt Latte machiato. Könnte etwas dauern,0
"@user @user Kalifornien und USA zeigen auch, dass parlamentarische Demokratie an Grenzen kommt, Regeln müssen gut sein",1
"Kwam het toch nog goed: @user wint Rookie Cup-race Silverstone, @user wint European Junior Cup-race op Nürburgring. Klasse!",2
RT @user: Diese blauen Striche durch das neue Twitter Update sind so nervig.,0
"Nach Erdbeben nahe Fukushima: Japan rüstet sich gegen Taifun ""Francisco"": Ein starkes Erdbeben hat die Katastr... http",1
@user lol da brauch ich aber echt nen schauspielkurs vorher :') oder iwas lol wir müssen das üben,2
"Tötet mich doch einfach, bitte, danke.",0
"New post: KS: Baunatal: Geldwechseltrick: Geschickter Dieb klaute unbemerkt 250,- Euro aus Portmonee http",1
Und wieder geht ein schöner (heißer) #Sommertag zu Ende - #Sonne #Baden #Sonne ☀🚣😎 http,2
RT @user: Jede Nacht aufs neue einsam im Bett.,0
Georg Schramm - Die Fakten reden Klartext - Neues aus der Anstalt 01.10....: http via @user,1
@user haste kaputt gefahren wa? :p,2
@user don't text me back cool...,0
RT @user: BILD bekommt per SMS Informationen geleakt: EXKLUSIV! SPD-Mitglied macht das: SKANDAL! Türlich.,1
@user @user @user @user @user Heyes sind AP das alleindas ist cool:D ich glaube nicht das die Plätze schlecht sind,2
"@user Schlimm, nicht wahr?",0
@user ily,1
RT @user: #caring! c: @user RT @user: If You Love Freedom --&gt; Hug A Veteran &amp; Slap A Liberal,2
@user Das kann keiner beweisen! Aber ich bin nicht schön xD wirklich.,0
Haufenweise meiner Apps bemängeln fehlende Kommunikation zum Server. Ôo #isdochnichnormal #AusfallWegenRegen,1
"@user Sportlich, sportlich! Gönn dir zwischen deinen ganzen Terminen auch eine Pause",2
@user not nice,0
@user *keinen,1
Zwischendurch bekommt der Typ seinen harten Prügel immer wieder von meiner Freundin sauber geblasen ! 18+ &gt;&gt;&gt; http,2
„Leck mich!“ - Schöller launcht App-Game - also ich mag mein iPhone nicht abschlecken auch wenn die Idee lustig ist http,0
RT @user: Selbst Castle Fans aus anderen Ländern helfen mit! Castle Fans halten zusammen! #BringBackCastle @user,1
"@user richtig, Größenwahn!",2
#scheisse http,0
"#Merkel angeblich schon seit 2002 auf #NSA-Überwachungsliste http #Merkelphone erregt, Millionen andere nicht!",1
"Schaut so aus, als ob der Sommer vorbei ist. In diesem Sinne, auf a gute Riversurfherbstsaison ;)... http",2
@user Dafür mit mehr offensivem Mittelfeld. Alles nur um den dämlichen Götze unterzubringen -.-,0
@user @user Partei zu Zukunftstechnologien wie der grünen Gentechnik und ihrem Hang zum Verbot als Lösung. Schwere Entscheidung,1
"@user Lol ja, aber nicht zu gut.",2
versicherung handy: Handy-Versicherung: Mit Sicherheit eine schlechte Idee | BASIC thinking versicherung handy... http,0
"esra: Robert Kurz über ""solidarische Ökonomie"" (6 Kommentare) http",1
@user @user awww....so geil....jetzt werd ich gleich wuschig... :***,2
@user Entsetzlich,0
"@user NUR EINS ""Virals - Tot können nicht mehr reden""",1
@user du hast deinen GermanDream wahr gemacht abi du bist der King Glückwunsch Platz 1 yes! yes! yes!,2
"mega geil, sich ohne licht schminken zu müssen 😑",0
Europäische App-Industrie: #Apps schaffen 800.000 Arbeitsplätze http,1
@user @user Hey Leute! :) Nachher Eintracht vs. Eintracht schauen? Vielleicht gegen 15 Uhr im Tower?,2
NICHT SCHON WIEDER!!!! SG Aumund-Vegesack - TSG 1899 #Hoffenheim 0:0 HZ muss als großer Erfolg für Aumund-Vegesack gesehen werden.,0
Fahrradhelm Bicycle Gear Helm Erwachsene Gr. L blau http,1
"#beschtifacebookkommentärever ""hübsch"" ""mercii :-)"" ""bitte""",2
Super. Schöne Kopfschmerzen.,0
"Volksbank Raiffeisenbank Dachau eG, Kammerberg: ""alles bestens"" http",1
Gute Laune Energie für die ganze Galaxie! http,2
"@user naja, nicht unbedingt abwegig ^^",0
Cremefarben Engel stehend 17cm http #sortimentsartikel #geschenkartikel,1
Baden. Endlich. Wundervoll. http,2
+EIL++ Dummes Fußballspiel wen kümmerts,0
POL-LG: ++ Einbrecher in Gaststätte gestellt - Polizei ermittelt ++ frontal ... - news aktuell (Pressemitteilu... http,1
@user @user Ich nehm ansonsten auch Barbossa. So voll schmutzig. Und evil. Like a Boss.,2
Was macht Götze eigentlich so. Hab gar nichts mitgekriegt. Spielt der auch weider Fussball? #sarkasmus,0
#Startup-Wettbewerb honoriert zukunftsweisende Big-Data-Geschäftskonzepte http #awards,1
Facebook macht unglücklich. Könnt ihr das bestätigen? :) #SocialMedia http via @user,2
Asiatische Cosplayer sehen bei so richtig männlichen Cosplays auch nur scheiße aus,0
"Berufstätigkeit mit Behinderung? Für den deutschen Bürokraten eine kognitive Überforderung. Seelig sind die, die ,,, http",1
Wir haben schon Wochenende! RT @user Warum kann der Freitag nicht mal seinem Namen alle Ehre machen?,2
POL-EL: Lagerhalle abgebrannt http,0
@user ja.....,1
RT @user: Happy Birthday And Happy Bar Mitzah Ben!! http,2
@user wuuut,0
"#Elektronik #2: Kindle Paperwhite [Vorgängermodell], 15 cm (6 Zoll) hochauflösendes Display mit integrierter B...  http",1
@user super stars like Blaine gabbert,2
@user scheiss uf dich!,0
"RT @user: Pro D, AFD und FDP teilen sich einen Mast. Passt schon...",1
"hhahha duh , wenn Lūgen Ghuet wäre denn besch duh am träume — ya ich bin von meiner träum noch nicht aufgewacht http",2
"Ich weiß gar nicht, was heute eigentlich so lustig ist.",0
RT @user: Regierungsbildung in Hessen: FDP schließt „nichts mehr aus“ http,1
"Neue Liebe gefunden, ach sind die Toll &lt;3 #exciting #Diva #justlikeadiva #JLAD #goodnes #girl #shoes @… http",2
"Dieser Ausschuß diente nur dazu, eine echte Aufklärung, dem dummen Wahlvieh, Bürger genannt, vorzutäuschen. http",0
Über men.... geredet. .... und sie holte aus hi hi http,1
@user Sieht sehr lecker aus :-),2
"@user @user @user Einmal das, obendrein sollten bei solchen verbalen Attacken sollten hater mehr Gegenwind bekommen.",0
RT @user: Spähaffäre: Einsames Amerika... http,1
@user @user @user @user nicht nur eins :D,2
mhhh http brauch ma kurz meinungen :/,0
@user Sicherlich jedoch weniger Absicht dahinter.,1
Der Herr #Snowden sieht adrett aus: http,2
Scheitert Zusammenarbeit am Geld??? http,0
2:1 gegen Arsenal - Klopp feiert Tribünen-Party http,1
@user yo:-) voll der lachsack:-) auch in den vines.. irre lache :-) @user @user,2
"Das war dann doch heute etwas viel im #Tatort, für #Münster eher so mittelmäßig!",0
Dieses liebe Mädchen wurde heute von unserem Teammitglied Jenny gefunden. Das Findelkind war voller Haarlinge und... http,1
Ce ciel... #sunset #coucherdesoleil #beautiful #amazing #palmier #beach #plage #street #evening… http,2
@user @user @user Speed On gibbet nicht :/ wegen LTE besonders schade.,0
"Diejenigen, die früher zur Oberschicht gezählt wurden, gehören heute ganz eindeutig nicht mehr dazu.",1
@user er twitterte schneller als sein Schatten... @user,2
Guten morgen oder besser gesagt scheiß morgen ich zeige euch etwas später mal meinen arm das wird immer schlimmer :(,0
"nicht mehr ganz frisch: George Clooney's ""Monuments Men"" (2013) First Look! ENTV: http via @user",1
@user „Du hast heute Lust besonders viel Geld für durchschnittlichen Kaffee auszugeben!“ #starbucks,2
Klasen mit rot runter. Da hatten mehr fliegen müssen. Lachhaft der Schiri. #tuskob,0
@user @user @user Dann gibts auch keine Tittenbilder mehr!!!!,1
"@user @user Also Angst würde ich keine haben, aber 29€… Holla die Waldfee :)",2
"RT @user: OMG, ist das Ding hässlich. http #samsung #galaxy #gear Ich freu mich auf die #Apple #iWatch.",0
"""Meine Damen, meine Herren... bitte beachten Sie: dieser Zug wird in Hamm getrennt. Der vordere Zugteil mit den Wagen 21-27..."" HILFE?",1
"@user 86 lach ,, heheheheheee ,,,",2
"@user oha, dachte dein Typ war da gefragt :-/",0
Die Gegner sind alle voll weit weg #civ4,1
Guten morgen meine süßen - good morning,2
"Idee: Kommunikationsmedium erfinden, in dem einen jeder Depp ungefragt anpöbeln kann. Oh, schade, Jack Dorsey war schneller.",0
"@user Eigentümlich Frei, Mises Daily, NZZ, Presse, orf.at",1
RT @user: “@KusXAnke: Straks buikdansen w/ @user &amp; haar nichten ! Was super!,2
@user Aber wenns Kackbalge aus der anderen Klasse sind?,0
"#Luhukay: ""Keine neuen Verletzten. #Wagner steigt heute wieder ins Training ein."" #hahohe",1
"@user Poster, süßes, undso ^^ Du brauchst doch sachen für dein zimmer ^^",2
#tvduell Seehofers Quatsch kann selbst Merkel nicht verteidigen..,0
@user besonderer Grund oder einfach so?,1
Sonne genießen. .endlich man!!!!!,2
Oo na kung Bitter :(((,0
RT @user: Knackige Slogans gesucht! http Können uns vielleicht @user oder @user helfen? #followerpower #…,1
"@user Nein, aber deine Rezi macht sehr neugierig! 😊",2
@user Jop und wenn sich die Agenda nicht noch ändert muss er abends lernen :-\,0
Rösler: Monopolkommission bestätigt Notwendigkeit eines Systemwechsels beim EEG http,1
Tolle Betriebsanleitung... #heuteshow #GroßeKoalition #GroKo http,2
"RT @user: „Ich beuge mich meinem Schicksal..“ „Du stehst auf.“ „..ist nicht leicht, sich damit abzufinden..“ „Du stehst nur auf!“ „AM…",0
RT @user: Auf geht's Eisbären kämpfen und siegen! #Eisbären #EBB #sechsPunkteWochenende,1
@user Tu das! ;) War nicht sonderlich lang...,2
Mit schlechter Laune :(,0
Infos über Geschenke Shop bis hin zum Tamaris Online Shop - http,1
supi schwarz bitte @user @user @user @user @user @user @user @user,2
@user ICH GLAUB NICHT aber wieso bin ich so nervös ich bin sonst nie nervös aaaah,0
#Eishockey #Oberliga Oberliga Nord: Adendorfer EC nicht für großen Kampf belohnt – 3-4 gegen Rostock... http #Adendorf,1
@user Danke. Hübscher kleiner Kerl. ;),2
Gerardo Martino trauert Sieg gegen AC Milan nach http #championsleague,0
Amtsgericht Hamburg deckelt #Anwaltskosten bei #Abmahnung » http http,1
#heute #post #bekommen #offiziell #bayernmünchen #bayern #münchen #mitglied #schal #karte #geil… http,2
Neue Strafe für US-Rapper - Chris Brown zu 1000 Stunden Sozialdienst verurteilt http,0
"Viel Spaß bei 5 Minuten stehen ihr Ob Aluhüte wirken oder nicht, an einer Tastatur; wir instant da.",1
Erschma 2 Eis hintereinander reinpfeifen!,2
DE GUY LOOKS LIKE A DANGER TO SOCIETY!! @user er könnte ya im sumpf so n schönen LOVESHACK bauen--//not fer me!,0
Angry Birds Go! – Racing Game im Angry Birds Universum erscheint am 11. Dezember 2013: Nach dem erfrischend an... http,1
Nettes kicker Team tool als demo von @user beim #mtc13 ;-),2
"@user ihh, takira nd aus -_-",0
Wieland-Haustechnik verstärkt Außendienst http,1
Wir empfehlen die http bei Amazon - Fight! :) http,2
"""Du bist wie eine Pusteblume."" ""Aww,Danke."" ""Einmal geblasen und kein Samen mehr.""",0
ROUNDUP: Griechenland benötigt laut SPD hohen zweistelligen Milliardenbetrag - AktienCheck: Presse... http #WiNewGooDe,1
"@user @user ich hab meine normale SIM von Aldi Talk in Nano SIM gestanzt, lief alles super !",2
"""@user: ""@user: . If I Ever Die These Hoes Gone Be Happy Asf.!""""",0
RT @user: @user http,1
@user mhm okay bei nicht versenden würd ichs dann wohl auch net tun xD,2
Dem anderen hinterherhecheln statt eigenes zu schaffen. Ohne mich.,0
"Debatte über ""Veggie Day"": Grüner Trittin kritisiert ""Drogenhandel im Stall"" http",1
...und weils so schön war gleich nochmals 😉live @user concert Zurich Switzerland: http #greentour #letzigrund,2
RT @user: Schweiz Tourismus schäumt wegen der Oprah-Geschichte vor Wut. Vorteil: Den Schaum kann man dann bestens schlagen. http,0
Congo-Kinshasa: Govt Forces Seize 'Last Major' Rebel Base: [Deutsche Welle]Congolese officials say government ... http,1
RT @user: Schrott Ankauf Lahib ( http ) macht das Unmögliche möglich ;),2
@user dezent scheiße!!,0
Studie: Kita macht Erzieherinnen krank - RP ONLINE: RP ONLINEStudie: Kita macht Erzieherinnen krankRP ONLINENo... http,1
"@user haha, auch nicht schlecht xD naja weiß nicht fand sie iwie immer cool, lustig, frech... xD hat nur doofe Kräfte halt xD haha",2
"'Vielen Dank, liebe Grünen', dass die Einzelfahrscheine schon wieder teurer geworden sind. Schön langsam wirds pervers o.O",0
LIVE #TREND (last 15 min): #MOST WANTED #KEYWORD #Demut insgeheim denkt wahrlich,1
"hach, bin ich froh, das ich GEZ Gebühren bezahle, daher hat die Sportschau zum glück ja keine WErbun .. äh was .. öhm .. ähm .. tja ..",2
"@user Sorry, bin momentan unglaublich im Stress, ich meld mich heute Abend! Sorry!!!",0
"I'm at Trainingszentrum TSG 1899 Hoffenheim (Zuzenhausen, Deutschland) [pic]: http",1
@user Wow. Glückwunsch! Was musstest du dafür machen? xx,2
"Erfolgreicher Transfer, senor Perez! Bale geholt, Kaka und Özil verloren, fans gespalten! #WelcomeBale",0
